iter	RMSE
289	33.08276257
290	33.07919269
291	33.06038125
292	32.9828964
293	32.92001947
294	32.90947081
295	32.87005697
296	32.86419393
297	32.82093034
298	32.75058897
299	32.74505
300	32.52317229
301	32.50189055
302	32.11370473
303	32.07668501
304	32.02929178
305	31.97186278
306	31.92788033
307	31.9205217
308	31.89256864
309	31.5045807
310	31.470608
311	31.43757217
312	31.42045271
313	31.41223493
314	31.36923333
315	31.34069402
316	31.21287661
317	31.18338789
318	31.17893817
319	30.98473898
320	30.95250821
321	30.77272023
322	30.67589181
323	30.40124389
324	30.3686522
325	30.3124371
326	30.2918023
327	30.2638034
328	30.25114791
329	30.23670528
330	30.15935327
331	30.09070714
332	30.07650246
333	30.06531543
334	29.98767017
335	29.9597476
336	29.94965218
337	29.93322459
338	29.62037221
339	29.39788189
340	29.38778651
341	29.33521954
342	29.32269077
343	29.31603308
344	29.29598582
345	29.27380246
346	29.26504233
347	29.24716089
348	29.19027815
349	29.17099061
350	29.13153482
351	29.11147158
352	29.07339264
353	29.0513202
354	28.92558069
355	28.90926364
356	28.80896056
357	28.77907183
358	28.75337099
359	28.73306006
360	28.69786529
361	28.65192008
362	28.39928155
363	28.36353855
364	28.34457772
365	28.34247213
366	28.31770469
367	28.2931165
368	28.27789219
369	28.2645571
370	28.22178713
371	28.18769864
372	28.1822956
373	28.16740707
374	28.13517854
375	28.11486619
376	27.93145138
377	27.91597975
378	27.65223771
379	27.50395131
380	27.47345805
381	27.34179923
382	27.30726066
383	27.27745074
384	27.24700207
385	27.21353072
386	27.1849124
387	27.17968106
388	27.15816274
389	27.15001286
390	27.1424055
391	27.08900566
392	27.07098858
393	27.0435942
394	27.01632342
395	27.01085631
396	26.99142795
397	26.96473725
398	26.95104017
399	26.71623413
400	26.70746179
401	26.69697591
402	26.45130564
403	26.43873708
404	26.40967759
405	26.35369814
406	26.35229601
407	26.33199307
408	26.30859669
409	26.28830625
410	26.27927558
411	26.27838821
412	26.25083532
413	26.22381571
414	26.18346006
415	26.18236926
416	26.16352923
417	26.16241893
418	26.16134141
419	26.01519325
420	25.94534286
421	25.94441754
422	25.92712228
423	25.88704734
424	25.87657797
425	25.85816111
426	25.70346373
427	25.67803608
428	25.66413618
429	25.45624743
430	25.44878033
431	25.4005406
432	25.36152019
433	25.26129602
434	25.04158209
435	24.86263154
436	24.84534093
437	24.82969795
438	24.81343231
439	24.78546492
440	24.61770659
441	24.60801805
442	24.49884029
443	24.49826218
444	24.48573335
445	24.47103283
446	24.45024771
447	24.44420637
448	24.25303365
449	24.07903256
450	24.0785096
451	24.07799869
452	24.07349555
453	23.84143606
454	23.8187568
455	23.80557009
456	23.79860315
457	23.79280218
458	23.79128864
459	23.78570766
460	23.60361088
461	23.59679961
462	23.56480498
463	23.52944748
464	23.49654246
465	23.4961462
466	23.31932294
467	23.08995515
468	22.91804918
469	22.78301035
470	22.76748638
471	22.73333571
472	22.62494825
473	22.61977566
474	22.60282143
475	22.56960078
476	22.5692329
477	22.50254184
478	22.48642936
479	22.4820017
480	22.43229405
481	22.4122768
482	22.39790619
483	22.32883903
484	22.3074071
485	22.30699545
486	22.30272289
487	22.18826731
488	22.18786492
489	22.0179911
490	21.99930229
491	21.82264078
492	21.82038774
493	21.7909381
494	21.77890138
495	21.76710407
496	21.74064599
497	21.73544281
498	21.69937628
499	21.69912714
500	21.54410746
501	21.52184241
502	21.52158572
503	21.50973003
504	21.50946551
505	21.47374007
506	21.32115178
507	21.30707244
508	21.13907827
509	21.04918473
510	20.97619628
511	20.81769917
512	20.68166668
513	20.64511415
514	20.62983608
515	20.60772166
516	20.55254251
517	20.54343759
518	20.53821922
519	20.45850131
520	20.45415088
521	20.42664143
522	20.22394752
523	20.09153652
524	20.02383798
525	19.99960322
526	19.97469923
527	19.95377637
528	19.93070425
529	19.92269707
530	19.90145344
531	19.89358583
532	19.80232465
533	19.73037843
534	19.61181761
535	19.58892571
536	19.50725429
537	19.48905295
538	19.46739548
539	19.44866586
540	19.44524106
541	19.42997884
542	19.40401124
543	19.37522984
544	19.22437535
545	19.21260039
546	19.18876628
547	19.17576971
548	19.08352935
549	19.05974454
550	19.00571875
551	18.87507689
552	18.82732251
553	18.78518351
554	18.76362585
555	18.74429383
556	18.72802157
557	18.69811655
558	18.66614565
559	18.65773364
560	18.65113985
561	18.55426398
562	18.39830575
563	18.37308256
564	18.33315924
565	18.22998566
566	18.18243468
567	18.16672451
568	18.11931686
569	18.0407157
570	17.90136373
571	17.88745301
572	17.87564547
573	17.86026525
574	17.77444267
575	17.7665119
576	17.72908794
577	17.7100695
578	17.70524232
579	17.64088472
580	17.60171558
581	17.58878977
582	17.5660463
583	17.43989407
584	17.4088801
585	17.30883232
586	17.28472379
587	17.27072099
588	17.24696192
589	17.23322637
590	17.18181159
591	17.16021
592	17.13524575
593	17.12092893
594	16.98845693
595	16.95460003
596	16.83947569
597	16.74569211
598	16.64645448
599	16.62416829
600	16.49619673
601	16.40149594
602	16.38516326
603	16.36562766
604	16.35576353
605	16.26028051
606	16.20872807
607	16.1865181
608	16.16933103
609	16.16014103
610	16.05355334
611	16.0373014
612	16.02535097
613	16.01148421
614	15.9856577
615	15.97051673
616	15.95647007
617	15.94311498
618	15.93008802
619	15.85249232
620	15.81313052
621	15.75562953
622	15.72504644
623	15.71389737
624	15.63746153
625	15.59169412
626	15.5619622
627	15.54093668
628	15.44103371
629	15.43380013
630	15.41992554
631	15.40679508
632	15.32171884
633	15.28179566
634	15.1807773
635	15.17194311
636	15.15536545
637	15.13759848
638	15.04090385
639	15.03062698
640	15.00989485
641	14.90053842
642	14.88527141
643	14.87562901
644	14.80643136
645	14.79996702
646	14.78379474
647	14.67339719
648	14.59781645
649	14.58588957
650	14.58190432
651	14.57725118
652	14.56985255
653	14.55944712
654	14.55387609
655	14.52204908
656	14.47921599
657	14.45931898
658	14.39641763
659	14.34310704
660	14.33663073
661	14.32692495
662	14.22157476
663	14.2085708
664	14.20392535
665	14.14060149
666	14.13086009
667	14.12465483
668	14.0993397
669	14.09363951
670	14.08329765
671	14.05263508
672	14.04187937
673	14.03317494
674	14.01457292
675	14.0089584
676	14.00401459
677	13.91540052
678	13.89389505
679	13.87736907
680	13.87359613
681	13.78775925
682	13.78416766
683	13.78046741
684	13.76990264
685	13.75160738
686	13.73914725
687	13.7359831
688	13.72840353
689	13.7248755
690	13.71739715
691	13.70688313
692	13.65326833
693	13.61546159
694	13.60553833
695	13.58905598
696	13.55920987
697	13.55538485
698	13.54612993
699	13.54383219
700	13.52567898
701	13.46827669
702	13.45891684
703	13.4249394
704	13.41472411
705	13.41022742
706	13.35523389
707	13.3375674
708	13.29104993
709	13.20768879
710	13.20142749
711	13.19355853
712	13.11393529
713	13.04499902
714	13.03399451
715	13.0281215
716	12.94999977
717	12.94255861
718	12.88446084
719	12.86226072
720	12.85718383
721	12.85423572
722	12.84541559
723	12.82923099
724	12.75811462
725	12.72986537
726	12.71487734
727	12.69061943
728	12.67387313
729	12.64822141
730	12.58970254
731	12.57815204
732	12.56383287
733	12.55173348
734	12.54624871
735	12.50270451
736	12.49458637
737	12.47948531
738	12.41421656
739	12.38207312
740	12.33899591
741	12.32783349
742	12.30558337
743	12.25945771
744	12.25719166
745	12.17272161
746	12.16344634
747	12.15552097
748	12.14588239
749	12.12978633
750	12.12460078
751	12.11905142
752	12.1160705
753	12.04930533
754	12.01585124
755	11.96038692
756	11.93682133
757	11.89041473
758	11.81924808
759	11.80424683
760	11.80241451
761	11.80007566
762	11.76395849
763	11.74549462
764	11.68323072
765	11.68101791
766	11.67914491
767	11.6762514
768	11.65377328
769	11.59382544
770	11.58103074
771	11.56594159
772	11.52213305
773	11.5003753
774	11.48858095
775	11.46580544
776	11.46369737
777	11.44324073
778	11.41689411
779	11.41493688
780	11.35249053
781	11.33002424
782	11.30478453
783	11.29138364
784	11.28613583
785	11.27117218
786	11.21714277
787	11.2015436
788	11.14082189
789	11.10547028
790	11.05607342
791	10.99377847
792	10.96480269
793	10.94006815
794	10.93736638
795	10.93385185
796	10.93006273
797	10.91680771
798	10.86114031
799	10.84363628
800	10.83877912
801	10.82313201
802	10.8203571
803	10.81522788
804	10.80889411
805	10.75933777
806	10.73628309
807	10.72421304
808	10.68683987
809	10.67568549
810	10.62479726
811	10.601902
812	10.59043577
813	10.53566177
814	10.52409381
815	10.52125044
816	10.51168324
817	10.50965924
818	10.50282421
819	10.44853362
820	10.4283193
821	10.42639716
822	10.36723617
823	10.33784417
824	10.33596557
825	10.29169653
826	10.28253148
827	10.2730833
828	10.25051322
829	10.20740892
830	10.20516234
831	10.16134152
832	10.11190492
833	10.04646188
834	10.01619352
835	10.01522347
836	9.953957384
837	9.939297371
838	9.934134701
839	9.916418532
840	9.901385234
841	9.874866665
842	9.873816657
843	9.861455178
844	9.860219197
845	9.853758824
846	9.838820085
847	9.83314772
848	9.826612599
849	9.780229199
850	9.775392686
851	9.773178037
852	9.755918756
853	9.751553145
854	9.748885035
855	9.734202238
856	9.731879847
857	9.701554908
858	9.689713635
859	9.682919528
860	9.678807505
861	9.677739118
862	9.663497869
863	9.65475821
864	9.640649329
865	9.634121663
866	9.609260265
867	9.607923085
868	9.541749263
869	9.531434001
870	9.524105194
871	9.518897733
872	9.507164418
873	9.481669076
874	9.478642873
875	9.465986751
876	9.452133278
877	9.39913935
878	9.38516227
879	9.383166899
880	9.370734831
881	9.366857411
882	9.322608885
883	9.32065154
884	9.319378054
885	9.290882713
886	9.279475444
887	9.233037719
888	9.18718888
889	9.140325423
890	9.095738699
891	9.082720238
892	9.041728957
893	9.035471932
894	9.033579142
895	9.022958931
896	9.020940918
897	9.002176746
898	8.953850192
899	8.92252811
900	8.921232087
901	8.918275815
902	8.917538772
903	8.91464867
904	8.90818847
905	8.869126847
906	8.854815676
907	8.852046457
908	8.80955137
909	8.807921233
910	8.799702034
911	8.778869163
912	8.773750812
913	8.771073902
914	8.764217096
915	8.756174394
916	8.750524074
917	8.744254773
918	8.736677332
919	8.728683985
920	8.723640145
921	8.712152177
922	8.710864481
923	8.708132869
924	8.70741819
925	8.682683801
926	8.652343314
927	8.651642222
928	8.624100345
929	8.620287175
930	8.614981225
931	8.594058896
932	8.58882063
933	8.588181263
934	8.567572829
935	8.563768036
936	8.553146127
937	8.551693577
938	8.539621226
939	8.506157537
940	8.493677935
941	8.464430717
942	8.446762713
943	8.43614445
944	8.434558467
945	8.433996166
946	8.432494354
947	8.415084431
948	8.412818731
949	8.395556771
950	8.387056767
951	8.351663862
952	8.304023116
953	8.297068327
954	8.288521124
955	8.261764349
956	8.254893136
957	8.251802865
958	8.211072103
959	8.19718173
960	8.196579173
961	8.181710843
962	8.179727163
963	8.173431118
964	8.167342294
965	8.13027332
966	8.124549526
967	8.122517993
968	8.090420916
969	8.088262949
970	8.084163306
971	8.053475174
972	8.050714011
973	8.010632131
974	8.00555143
975	8.00130146
976	7.981988387
977	7.980793224
978	7.93998772
979	7.933218706
980	7.925655601
981	7.922363042
982	7.920408743
983	7.914741078
984	7.909122065
985	7.879641506
986	7.83428838
987	7.828845991
988	7.806610163
989	7.78366446
990	7.780351769
991	7.777480502
992	7.772014405
993	7.746047652
994	7.744245671
995	7.738029567
996	7.729266378
997	7.726944867
998	7.722656948
999	7.69915138
